_r ( arcsec ),MAIN_ID,OTYPE,RA ( "h:m:s" ),DEC ( "d:m:s" ),COO_ERR_MAJA ( mas ),COO_ERR_MINA ( mas ),COO_ERR_ANGLE ( deg ),PMRA ( mas.yr-1 ),PMDEC ( mas.yr-1 ),B ( mag ),V ( mag ),R ( mag ),J ( mag ),H ( mag ),K ( mag ),SP_TYPE,GALDIM_MAJAXIS ( arcmin ),GALDIM_MINAXIS ( arcmin ),GALDIM_ANGLE ( deg ),BIBLIST,RAdeg ( deg ),DEdeg ( deg )
380.049,Gaia DR2 2342905759479692928,Star,00 52 22.89654,-26 38 51.1827,0.708,0.508,90,4.934,-6.516,,,,,,,,,,,1,13.095402,-26.647551
380.8798,NGC   288    38,Star,00 52 40.9,-26 28 41,,,,,,21.34,20.94,,,,,,,,,1,13.170417,-26.478056
383.1017,Gaia DR2 2344406253550041088,Star,00 53 12.49630,-26 33 03.1728,0.092,0.07,90,4.488,-5.519,,,,,,,,,,,1,13.302068,-26.550881
383.1106,RGO 10673,Star,00 52 57.85581,-26 40 41.1410,0.07,0.042,90,4.311,-5.603,17.557,16.703,15.705,,,,,,,,1,13.241066,-26.678095
384.1418,CXOU J005300.3-262931,X,00 53 00.341,-26 29 31.06,,,,,,,,,,,,,,,,1,13.251421,-26.491961
386.3863,Cl* NGC  288     AL      35,HB*,00 52 28.66574,-26 40 13.4702,0.06,0.034,90,4.198,-5.571,15.896,15.892,16.047,15.803,15.982,,,,,,10,13.119441,-26.670408
387.0623,NGC   288    46,PM*,00 52 48.99505,-26 28 33.6324,0.16,0.135,90,50.502,14.783,16.442,14.93,14.406,11.57,10.998,10.765,,,,,2,13.204146,-26.476009
387.8136,CXOU J005233.8-262901,X,00 52 33.838,-26 29 01.05,,,,,,,,,,,,,,,,1,13.140992,-26.483625
387.8689,RGO 10922,Star,00 53 14.11887,-26 34 38.3397,0.056,0.039,90,7.505,-6.095,17.39,16.51,,,,,,,,,1,13.308829,-26.577317
389.5825,NGC   288    43,Star,00 52 47.5,-26 28 29,,,,,,19.63,19.12,,,,,,,,,1,13.197917,-26.474722
389.7698,Cl* NGC  288    ALC       7,Star,00 53 01,-26 29.5,,,,,,15,13.87,,,,,,,,,9,13.254167,-26.491667
389.846,NGC   288    50,Star,00 52 54.3,-26 28 47,,,,,,21.67,20.85,,,,,,,,,1,13.22625,-26.479722
390.6056,NGC   288    54,Star,00 52 58.4,-26 29 09,,,,,,20.6,20.23,,,,,,,,,1,13.243333,-26.485833
390.9029,Cl* NGC  288    ALC      54,Star,00 52 58,-26 29.1,,,,,,15.92,15.2,,,,,,,,,0,13.241667,-26.485
391.039,Cl* NGC  288    ALC      52,Star,00 52 56,-26 28.9,,,,,,14.02,13.36,,,,,,,,,0,13.233333,-26.481667
391.7327,Gaia DR2 2342901846767262592,Candidate_WD*,00 52 46.04184,-26 41 28.9851,0.685,0.504,90,3.741,-6.364,,,,,,,,,,,1,13.191841,-26.691385
392.7634,NGC   288    52,Star,00 52 56.7,-26 28 56,,,,,,20.76,20.25,,,,,,,,,1,13.23625,-26.482222
392.8224,2MASS J00522548-2639475,RGB*,00 52 25.49591,-26 39 47.5915,0.039,0.023,90,4.212,-5.647,16.328,15.458,15.367,13.766,13.24,13.15,,,,,2,13.106233,-26.66322
393.6412,NGC   288     7,Star,00 53 01.3,-26 29 28,,,,,,20.97,20.93,,,,,,,,,1,13.255417,-26.491111
393.6894,2MASS J00531301-2637047,RGB*,00 53 13.01817,-26 37 04.6164,0.027,0.02,90,4.186,-5.745,15.641,14.662,14.552,12.888,12.305,12.226,,,,,4,13.304242,-26.617949
394.4594,2MASS J00521636-2633426,RGB*,00 52 16.36945,-26 33 42.6638,0.035,0.025,90,4.255,-5.669,16.257,15.414,15.154,13.726,13.23,13.16,,,,,5,13.068206,-26.561851
395.2308,Gaia DR2 2344406558492160384,Star,00 53 10.53573,-26 31 34.8936,0.09,0.067,90,4.232,-5.534,,,,,,,,,,,1,13.293899,-26.526359
395.508,NGC   288     6,Star,00 53 02.1,-26 29 33,,,,,,21.61,20.95,,,,,,,,,2,13.25875,-26.4925
397.2114,Cl* NGC  288    ALC       6,Star,00 53 02,-26 29.5,,,,,,17.01,17.12,,,,,,,,,2,13.258333,-26.491667
397.4175,Cl* NGC  288     AL      51,PM*,00 52 24.96808,-26 30 07.6755,0.028,0.02,90,3.07,-64.159,16.69,15.22,,12.147,11.505,11.298,,,,,3,13.104034,-26.502132
397.4942,[SIR99]  4,X,00 52 41.0,-26 28 24,,,,,,,,,,,,,,,,1,13.170833,-26.473333
399.0448,NGC   288    37,Star,00 52 35.8,-26 28 39,,,,,,19.61,19.24,,,,,,,,,1,13.149167,-26.4775
401.2827,NGC   288    51,Star,00 52 56.0,-26 28 43,,,,,,20.52,20.11,,,,,,,,,1,13.233333,-26.478611
401.4825,2MASS J00521846-2631579,RGB*,00 52 18.47194,-26 31 57.9663,0.041,0.029,90,4.255,-5.72,16.837,16.032,,14.43,13.91,13.86,,,,,1,13.076966,-26.532768
402.216,Cl* NGC  288    ALC      51,Star,00 52 56,-26 28.7,,,,,,16.69,15.22,,,,,,,,,0,13.233333,-26.478333
403.6652,2MASS J00531493-2633524,RGB*,00 53 14.93650,-26 33 52.3580,0.03,0.021,90,4.191,-5.717,16.018,14.993,15.021,13.363,12.82,12.768,,,,,4,13.312235,-26.564544
404.4767,Cl* NGC  288    ALC      47,Star,00 52 50,-26 28.3,,,,,,18,17.22,,,,,,,,,0,13.208333,-26.471667
405.6778,NGC   288    47,Star,00 52 50.1,-26 28 17,,,,,,20.81,20.25,,,,,,,,,1,13.20875,-26.471389
406.1607,Cl* NGC  288     AL      52,Star,00 52 27.27855,-26 29 30.4935,0.019,0.015,90,0.119,-10.181,14.02,13.36,,12.058,11.703,11.648,,,,,3,13.113661,-26.491804
411.4913,NGC   288     4,Star,00 53 04.2,-26 29 34,,,,,,20.44,20.06,,,,,,,,,1,13.2675,-26.492778
411.8047,NGC   288    44,Star,00 52 46.6,-26 28 06,,,,,,20.23,19.72,,,,,,,,,1,13.194167,-26.468333
411.9286,BPM 46703,Star,00 52.4,-26 30,,,,,,14.03,13.35,,,,,,,,,2,13.1,-26.5
413.0016,Cl* NGC  288    ALC       4,Star,00 53 04,-26 29.5,,,,,,16,15.01,,,,,,,,,8,13.266667,-26.491667
413.0972,RGO 10710,Star,00 53 10.60117,-26 38 51.8711,0.038,0.019,90,-7.452,-8.125,14.887,14.266,14.229,,,,,,,,1,13.294172,-26.647742
414.5625,NGC   288     5,Star,00 53 03.6,-26 29 24,,,,,,21.1,20.5,,,,,,,,,1,13.265,-26.49
415.836,NGC   288    36,Star,00 52 35.2,-26 28 24,,,,,,19.71,19.34,,,,,,,,,1,13.146667,-26.473333
416.5911,Gaia DR2 2344409822667323136,Star,00 52 57.56377,-26 28 35.0472,0.437,0.385,90,5.033,-6.273,,,,,,,,,,,1,13.239849,-26.476402
417.5033,NGC   288    45,Star,00 52 47.5,-26 28 01,,,,,,20.73,20.28,,,,,,,,,1,13.197917,-26.466944
418.0678,Cl* NGC  288    ALC      45,Star,00 52 47,-26 28.0,,,,,,12.99,12.49,,,,,,,,,0,13.195833,-26.466667
418.8173,2MASS J00524057-2628033,RGB*,00 52 40.57045,-26 28 03.2981,0.023,0.02,90,4.157,-5.739,16.024,15.109,15.016,13.438,12.901,12.84,,,,,9,13.169044,-26.467583
419.1805,EGM 453,PM*,00 53 16.46047,-26 34 39.8110,0.034,0.025,90,-32.696,-120.425,13.31,12.48,12.52,10.92,10.475,10.393,,,,,4,13.318585,-26.577725
422.5934,RGO 10664,Star,00 52 51.39332,-26 41 51.8620,0.041,0.025,90,4.452,-4.8,16.07,15.268,15.314,,,,,,,,1,13.214139,-26.697739
424.6661,NGC   288    81,Star,00 52 38.0,-26 28 04,,,,,,19.72,19.26,,,,,,,,,1,13.158333,-26.467778
428.9469,NGC   288    63,PM*,00 52 54.33174,-26 28 06.1745,0.017,0.014,90,-36.735,-47.055,15.45,13.997,13.581,11.059,10.464,10.268,,,,,6,13.226382,-26.468382
430.4264,Gaia DR2 2342903148140207488,Star,00 53 04.70847,-26 40 39.6290,0.896,0.682,90,3.206,-6.932,,,,,,,,,,,1,13.269619,-26.677675
431.7236,UCAC2  20765079,PM*,00 53 10.83272,-26 39 19.3135,0.045,0.029,90,52.805,-16.423,13.469,12.753,12.749,11.488,11.17,11.09,,,,,2,13.295136,-26.655365
433.3731,Gaia DR2 2342903152436091008,Star,00 53 04.42087,-26 40 46.2060,0.797,0.569,90,5.474,-5.554,,,,,,,,,,,1,13.26842,-26.679502
435.0958,NGC   288    60,Star,00 52 58.1,-26 28 18,,,,,,20.92,19.4,,,,,,,,,1,13.242083,-26.471667
437.1359,2MASS J00524957-2642106,RGB*,00 52 49.58218,-26 42 10.6420,0.024,0.016,90,4.251,-5.702,14.886,13.757,13.815,,11.18,,,,,,3,13.206592,-26.702956
441.1291,2MASS J00521239-2635224,RGB*,00 52 12.40735,-26 35 22.4859,0.044,0.03,90,4.031,-5.144,16.433,15.725,15.591,13.971,13.44,13.36,,,,,2,13.051697,-26.589579
442.2422,NGC   288    80,Star,00 52 37.35568,-26 27 48.0043,0.017,0.015,90,-2.167,-30.879,15.179,13.919,13.554,11.559,10.928,10.808,,,,,5,13.155649,-26.463335
443.1945,NGC   288    64,Star,00 52 51.0,-26 27 41,,,,,,20.31,19.75,,,,,,,,,1,13.2125,-26.461389
443.637,NGC   288    79,Star,00 52 38.9,-26 27 42,,,,,,21.32,20.78,,,,,,,,,1,13.162083,-26.461667
445.6395,TYC 6424-1979-1,Star,00 52 17.170,-26 30 59.22,108,100,0,1.7,6.2,13.41,12.22,,,,,,,,,0,13.071542,-26.51645
450.349,NGC   288    55,Star,00 53 04.0,-26 28 44,,,,,,19.47,19.07,,,,,,,,,1,13.266667,-26.478889
450.4045,NGC   288    77,Star,00 52 43.00,-26 27 28.0,,,,,,21.54,20.6,,,,,,,,,10,13.179167,-26.457778
451.4679,PHL  3061,Blue,00 52 43.98453,-26 42 28.5540,0.084,0.061,90,3.999,-5.409,17.6,,,,,,,,,,4,13.183269,-26.707932
452.009,Cl* NGC  288    ALC      55,Star,00 53 04,-26 28.7,,,,,,16.55,14.94,,,,,,,,,4,13.266667,-26.478333
454.7224,NGC   288    62,Star,00 52 56.6,-26 27 49,,,,,,20.33,19.91,,,,,,,,,1,13.235833,-26.463611
455.7329,NGC   288    61,Star,00 52 58.7,-26 27 59,,,,,,20.99,20.54,,,,,,,,,1,13.244583,-26.466389
458.876,NGC   288    76,Star,00 52 42.5,-26 27 20,,,,,,20.66,20,,,,,,,,,1,13.177083,-26.455556
459.4615,NGC   288    70,Star,00 52 45.8,-26 27 18,,,,,,20.21,19.63,,,,,,,,,1,13.190833,-26.455
460.5287,[SIR99]  5,X,00 53 18.1,-26 37 11,,,,,,,,,,,,,,,,1,13.325417,-26.619722
461.0473,NGC   288    65,Star,00 52 50.6,-26 27 22,,,,,,19.79,19.32,,,,,,,,,1,13.210833,-26.456111
468.4762,NGC   288    59,Star,00 53 01.8,-26 28 05,,,,,,21.59,20.81,,,,,,,,,1,13.2575,-26.468056
469.0648,NGC   288    69,Star,00 52 47.1,-26 27 09,,,,,,21.32,20.39,,,,,,,,,1,13.19625,-26.4525
471.8855,NGC   288    56,Star,00 53 04.2,-26 28 20,,,,,,16.91,16.13,,,,,,,,,1,13.2675,-26.472222
472.2754,Cl* NGC  288    CAN       8,Star,00 52 29.5000,-26 27 55.005,25,24,0,11.3,-3.9,15.223,14.522,14.455,13.22,12.83,12.78,,,,,3,13.122917,-26.465279
473.2777,NGC   288    78,Star,00 52 39.7,-26 27 10,,,,,,19.68,19.38,,,,,,,,,3,13.165417,-26.452778
474.1345,CD-27   284,Star,00 53 19.23490,-26 32 47.8452,0.067,0.05,90,25.499,-10.814,10.823,10.271,10.316,9.321,9.05,8.983,,,,,3,13.330145,-26.546624
474.4128,NGC   288    71,Star,00 52 45.5,-26 27 03,,,,,,20.92,20.37,,,,,,,,,1,13.189583,-26.450833
475.6804,Cl* NGC  288    SAN      24,Star,00 53 20.34532,-26 36 04.8325,0.048,0.034,90,4.202,-5.457,15.818,15.742,15.985,15.781,15.577,15.55,,,,,5,13.334772,-26.601342
476.5325,Cl* NGC  288    SAN       1,Star,00 52 11.50086,-26 37 26.8021,0.073,0.045,90,4.257,-5.615,16.34,16.47,,16.552,15.996,,,,,,5,13.04792,-26.624112
477.8174,LEDA  767676,Galaxy,00 52 42.5,-26 27 01,,,,,,,,,,,,,0.27,0.18,143,1,13.177083,-26.450278
479.3085,RGO 10670,Star,00 53 05.86896,-26 41 28.8501,0.035,0.021,90,10.629,-7.058,15.823,14.969,14.839,,,,,,,,1,13.274454,-26.691347
479.9759,PHL  3045,Blue,00 52.2,-26 32,,,,,,18.1,,,,,,,,,,0,13.05,-26.533333
484.37,NGC   288    68,Star,00 52 47.40568,-26 26 53.9030,0.026,0.022,90,9.29,-17.577,13.66,12.799,12.642,11.381,11.041,10.97,,,,,7,13.197524,-26.448306
484.9986,Cl* NGC  288    SAN      25,UV,00 52 16.07012,-26 30 11.0338,0.102,0.067,90,4.51,-5.529,17.3,,,,,,,,,,3,13.066959,-26.503065
485.2297,Cl* NGC  288    SAN      11,Star,00 52 32.82311,-26 42 33.1794,0.094,0.069,90,4.289,-5.479,17,,,,,,,,,,2,13.136763,-26.709216
487.6772,RGO 12280,Star,00 52 21.26429,-26 28 50.9321,0.053,0.042,90,11.531,-4.896,17.21,16.72,16.198,,,,,,,,1,13.088601,-26.480814
490.0598,RGO 10931,Star,00 53 21.73059,-26 34 34.2217,0.022,0.016,90,33.449,10.701,14.896,13.9,13.792,,,,,,,,1,13.340544,-26.576173
491.0347,2MASS J00530315-2627493,RGB*,00 53 03.15070,-26 27 49.2293,0.034,0.028,90,4.194,-5.732,16.848,16.045,16.128,14.47,14,13.987,,,,,3,13.263128,-26.463675
491.5755,Gaia DR2 2342714002075561984,Star,00 53 05.67058,-26 41 45.5794,0.721,0.54,90,8.245,-2.303,,,,,,,,,,,1,13.273627,-26.695994
493.7222,NGC   288    67,Star,00 52 49.5,-26 26 47,,,,,,20.16,18.71,,,,,,,,,1,13.20625,-26.446389
494.5221,NGC   288    58,Star,00 53 02.0,-26 27 37,,,,,,20.36,19.85,,,,,,,,,1,13.258333,-26.460278
502.3529,RGO 10706,Star,00 53 18.13937,-26 38 57.6196,0.036,0.025,90,22.321,17.044,16.183,15.264,15.22,,,,,,,,1,13.325581,-26.649339
502.4046,NGC   288    72,Star,00 52 45.4,-26 26 35,,,,,,21.06,20.49,,,,,,,,,1,13.189167,-26.443056
505.2101,NGC   288    73,Star,00 52 41.37700,-26 26 34.8578,0.041,0.033,90,4.862,-10.604,17.26,16.213,16.377,14.63,14.21,14.06,,,,,5,13.172404,-26.443016
507.2606,RGO 10658,Star,00 52 58.2255,-26 42 53.851,25,21,0,6.4,-10.3,16.091,15.341,15.659,,,,,,,,1,13.242606,-26.714959
510.6625,NGC   288    75,Star,00 52 39.3,-26 26 33,,,,,,20.85,20.35,,,,,,,,,1,13.16375,-26.4425
511.6482,NGC   288    66,Star,00 52 56.6,-26 26 49,,,,,,18.2,17.54,,,,,,,,,1,13.235833,-26.446944
514.5299,[SIR99]  6,X,00 53 15.3,-26 29 38,,,,,,,,,,,,,,,,1,13.31375,-26.493889
515.5099,NGC   288    74,Star,00 52 40.4,-26 26 26,,,,,,18.76,18.21,,,,,,,,,1,13.168333,-26.440556
515.9181,UCAC4 318-001192,Star,00 53 08.2296,-26 28 03.913,255,42,90,4.3,-13.9,15.575,14.717,14.402,,,,,,,,1,13.28429,-26.467754
519.9577,RGO 10740,Star,00 53 21.29677,-26 38 08.5019,0.368,0.318,90,-2.144,12.541,13.276,12.719,12.773,,,,,,,,1,13.338737,-26.635695
522.2911,Gaia DR2 2342902327803763072,Star,00 52 28.11232,-26 42 46.5055,0.66,0.584,90,3.816,-5.776,,,,,,,,,,,1,13.117135,-26.712918
524.1012,RGO 12184,Star,00 52 08.68023,-26 31 52.8541,0.027,0.02,90,24.096,-1.802,15.555,14.844,14.78,,,,,,,,1,13.036168,-26.531348
527.6869,TYC 6424-1457-1,Star,00 53 15.52395,-26 40 34.3836,0.057,0.035,90,-16.043,-24.112,12.29,11.667,11.678,10.535,10.172,10.156,,,,,2,13.314683,-26.676218
528.6384,TYC 6424-1912-1,Star,00 53 09.64153,-26 28 02.4236,0.034,0.031,90,3.834,18.84,11.693,11.156,11.171,10.185,9.903,9.852,,,,,2,13.290173,-26.46734
530.902,RGO 10694,Star,00 53 19.63909,-26 39 20.2015,0.048,0.026,90,12.886,-14.945,15.671,15.226,15.203,,,,,,,,1,13.33183,-26.655612
530.9281,RGO 11038,Star,00 53 23.71452,-26 32 53.1658,0.046,0.033,90,14.046,7.576,16.949,15.616,15.407,,,,,,,,1,13.348811,-26.548102
535.5005,Gaia DR2 2342900639878694400,Star,00 52 08.13120,-26 38 15.0977,0.808,0.632,90,5.035,-6.633,,,,,,,,,,,1,13.03388,-26.637527
536.1527,NVSS J005209-263054,RadioG,00 52 09.6,-26 30 55,,,,,,,,,,,,,,,,1,13.04,-26.515278
541.2491,Cl* NGC  288    SAN       7,Star,00 52 29.67203,-26 43 16.7914,0.048,0.032,90,4.323,-5.562,15.987,15.944,16.096,15.876,15.799,,,,,,4,13.123633,-26.721331
541.6761,2MASS J00521548-2641039,RGB*,00 52 15.49461,-26 41 03.9265,0.031,0.02,90,4.24,-5.626,16.094,15.103,15.101,13.366,12.815,12.82,,,,,4,13.064561,-26.684424
546.2104,RGO 10901,Star,00 53 25.949,-26 35 09.48,,,,,,17.47,16.72,,,,,,,,,1,13.358121,-26.585967
549.5799,Gaia DR2 2342715956285014016,Star,00 53 19.61516,-26 39 56.6666,0.695,0.56,90,2.923,-4.657,,,,,,,,,,,1,13.33173,-26.665741
551.4202,Cl* NGC  288    SAN       4,HB*,00 52 27.15780,-26 43 12.6769,0.059,0.042,90,4.165,-5.74,15.993,15.987,16.322,16.085,15.879,15.497,,,,,4,13.113158,-26.720188
552.2912,2MASX J00532615-2635593,Galaxy,00 53 26.155,-26 35 59.34,,,,,,,,,14.373,13.394,13.043,,0.237,0.133,30,2,13.358979,-26.599817
557.2802,RGO 10653,Star,00 52 49.25956,-26 44 12.0691,0.063,0.044,90,4.26,-5.682,17.48,16.98,,,,,,,,,1,13.205248,-26.736686
559.0151,[SIR99]  7,X,00 52 08.4,-26 39 19,,,,,,,,,,,,,,,,1,13.035,-26.655278
570.9833,Cl* NGC  288    ALC      M,Star,00 52 34.10329,-26 25 46.3335,0.028,0.025,90,1.182,-1.522,15.753,15.29,15.258,14.398,14.14,14.16,,,,,3,13.142097,-26.429537
571.0015,2MASS J00532658-2632422,RGB*,00 53 26.58981,-26 32 42.2298,0.052,0.038,90,4.26,-5.722,17.264,16.319,16.013,14.88,14.46,14.4,,,,,2,13.360791,-26.545064
579.4537,PHL  3043,Blue,00 52.1,-26 39,,,,,,17,,,,,,,,,,1,13.025,-26.65
612.7704,PHL  3052,Blue,00 52.4,-26 44,,,,,,17.7,,,,,,,,,,0,13.1,-26.733333
615.3557,QSO B0050.5-2641,QSO,00 52 59.38819,-26 25 12.0866,0.107,0.087,90,0.006,0.287,18.4,,,,,,,,,,14,13.247451,-26.420024
616.1206,RGO 11132,Star,00 53 24.33413,-26 29 34.3358,0.043,0.036,90,6.952,-14.934,17.15,16.36,16.048,,,,,,,,1,13.351392,-26.492871
617.3182,RGO 12302,Star,00 52 48.92906,-26 24 42.0715,0.051,0.041,90,3.925,-13.074,17.339,16.583,16.011,,,,,,,,1,13.203871,-26.411687
619.3109,2MASX J00523592-2645033,Galaxy,00 52 35.90130,-26 45 03.9277,1.677,0.853,90,,,16.39,14.79,15.27,13.379,12.973,12.631,,0.26,0.146,35,3,13.149589,-26.751091
620.0674,RGO 12802,Star,00 52 04.7338,-26 29 59.029,24,14,0,6.1,-5.8,14.095,13.521,13.562,,,,,,,,1,13.019724,-26.49973
631.5391,WISEA J005207.77-262835.1,PM*,00 52 07.81317,-26 28 34.5854,0.081,0.06,90,-43.784,-43.479,,,,13.759,13.209,12.972,,,,,1,13.032555,-26.476274
633.6471,RGO 10688,Star,00 53 27.914,-26 39 29.49,,,,,,16.79,16.42,,,,,,,,,1,13.366308,-26.658192
634.2295,QSO B0050-266,QSO,00 52 45.38807,-26 24 23.1736,0.432,0.395,90,1.043,-0.219,,20.1,,,,,,,,,8,13.189117,-26.406437
637.9587,QSO B0049-2653,QSO,00 51 58.96438,-26 37 25.0130,0.201,0.151,90,0.776,0.678,,19,,,,,,,,,7,12.995685,-26.623615
641.6728,RGO 12299,Star,00 52 19.82826,-26 25 53.9016,0.04,0.035,90,4.256,-5.65,17.03,16.2,15.711,,,,,,,,1,13.082618,-26.431639
650.4455,Cl* NGC  288    CAN       3,Star,00 52 32.37583,-26 24 30.2990,0.027,0.023,90,4.375,-10.323,14.07,13.1,12.887,11.398,10.907,10.792,,,,,3,13.134899,-26.408416
658.8252,RGO 10186,Star,00 53 34.31871,-26 35 22.7110,0.046,0.031,90,3.31,-5.758,16.125,15.607,15.496,,,,,,,,1,13.392995,-26.589642
662.1859,Gaia DR2 2344410166264715904,Candidate_WD*,00 53 19.47479,-26 27 00.5903,0.857,0.69,90,4.96,-6.068,,,,,,,,,,,1,13.331145,-26.450164
672.8222,RGO 12790,Star,00 51 56.43574,-26 37 33.1217,0.056,0.034,90,8.629,-4.736,16.68,16.05,15.939,,,,,,,,1,12.985149,-26.625867
695.9144,RGO 12305,Star,00 52 23.90935,-26 24 23.1313,0.048,0.04,90,4.261,-5.602,17.12,16.47,16.186,,,,,,,,1,13.099622,-26.406425
704.6944,RGO 11640,Star,00 52 48.83793,-26 46 40.4425,0.026,0.018,90,-0.275,-13.194,14.78,14.206,14.387,,,,,,,,1,13.203491,-26.777901
708.1649,RGO 10179,Star,00 53 35.09504,-26 38 50.8389,0.043,0.03,90,15.096,-2.057,16.347,15.588,15.465,,,,,,,,1,13.396229,-26.647455
708.3747,RGO 11639,Star,00 52 46.48311,-26 46 45.5787,0.026,0.018,90,-0.411,-5.333,15.179,14.28,14.209,,,,,,,,1,13.19368,-26.779327
711.5852,RGO 11650,Star,00 52 08.71619,-26 43 33.7432,0.03,0.019,90,7.312,-14.885,16.287,15.274,15.091,,,,,,,,1,13.036317,-26.72604